dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score,chrysotile,amphibole,dist_km,um_class
10027447,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027447,M003111,,Melrose Mines,33.99979,-110.87848,,United States,Arizona,Gila,N,Asbestos,,,Unknown,Vein,S,Past Producer,Chrysotile,,,LENSES,Surface/Underground,,,,Melrose Group,,"Hall, R. K. (Creasey, S. C.), Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,"In Some Areas The Limestone Bedding Has Been Disturbed By Thrust And Bedding-Plane Faulting, With Consequent Fracturing And Shearing",,"STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA:  USBM INFORMATION CIRCULAR 7706, P. 89.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRIUSBM INFORMATION CIRCULAR 7706.",,,,,,,1920'2 TO 1940'S,,B,True,False,387.2,
10027450,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027450,M003118,,White Tail Group,33.81036,-110.50402,,United States,Arizona,Gila,B,Asbestos,,Iron,Unknown,Vein,S,Past Producer,Chrysotile,,Magnetite,LINEAR,Unknown,,,Asbestos Mineralization Is In The Area That Has Been Disturbed By A Thrust Fault And Minor Normal Faulting,Horse Shoe,,"Hall, R. K. (Creasey, S. C.)",,Limestone,,Diabase,,,"STEWART, L. A.;  1955 ;  CHRYSOTILE ASBESTOS DEPOSITS OF ARIZONA:  USBM INFORMATION CIRCULAR 7706 , P. 45 .HARPER, C. M.;  1964 ;  RECONNAISSANE OF IRON RESOURCES IN ARIZONA:  USBM INFORMATION CIRCULAR 8236 , P. 56 .WILSON, E. D.;  1928 ;  ASBESTOS DEPOSITS OF ARIZONA:  ABM BULLETIN 126 , P. 63 .",,,,,,,,,C,True,False,404.0,
10027452,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027452,M003120,,Double Buttes Prospect,33.61119,-110.7468,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,S,Past Producer,Chrysotile,,,LINEAR,,,,,,,"Hall, R. K. (Creasey, S. C.), Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,,,"STEWART, L.A., 1956, CHRYSOTILE-ASBESTOS DEPOSITS IN ARIZONA:  USBM INFORMATION CIRCULAR 7745, P. 37.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRI",,,,,,,,,C,True,False,368.5,
10027453,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027453,M003122,,Metate No. 1 Prospect,33.85979,-110.90514,,United States,Arizona,Gila,N,Asbestos,,,Unknown,Vein,S,Past Producer,Chrysotile,Serpentine,,LENSES,Surface/Underground,,Serpentinization,,,,"Hasler, J.W., Hall, R.K. (Creasey, S.C.), Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,,,"STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA:  USBM INFORMATION CIRCULAR 7706, P. 98.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRI",,,,,,,,,B,True,False,373.6,
10027997,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027997,M004712,,John D. Hoff Asbestos Co,37.80351,-122.14326,,United States,California,Alameda,N,Asbestos,,,Unknown,,S,Producer,,,,,,,,,,,"Gere, W.",,,,,,,"U.S. BUREAU OF MINES I.C. 7860, P.3,7,11CALIF. JOUR. MINES & GEOL. V. 46, NO.2,APRIL 1950, P.285, 342, PL.58REPORT 25 OF STATE MINERALOGIST, P.430",,,,,,,,,D,False,False,1.9,major
10027893,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027893,M004367,,Bass Mine,36.25334,-112.38215,,United States,Arizona,Coconino,N,Asbestos,,,Unknown,,S,Past Producer,,,,VEINS ALONG BEDDING,,,,,Asbestos Camp,"Thickest Veins Occur In Limestone, 3 To 15 Ft. Below Diabase Sill","Jones, Royce (Creasey, S.C.), Wells, Tina M. (Orris, Greta J.)",Bass Limestone,Limestone,,Diabase,,,"NOBLE, L.F., 1914, SHINUMO QUADRANGLE:  USGS BULL 549, P. 57 - 60.BREED, W.J., AND ROAT, E. (ED.),  1974, GEOLOGY OF THE GRAND CANYON, P. 174.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILES.STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA:  U.S. BUREAU OF MINES INFORMATION CIRCULAR 7706, P. 115.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRIREF #2",,,,,,,,,B,False,False,366.3,major
10027919,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10027919,M004495,,Big Jim Mine,35.01974,-114.37302,,United States,Arizona,Mohave,B,"Gold, Silver",,"Molybdenum, Lead, Copper, Asbestos",Unknown,,S,Past Producer,"Chalcopyrite, Gold, Wulfenite","Calcite, Gypsum, Quartz",,"LENTICULAR, LONG & NARROW",Underground,,,Faulting And Reopening Of Veins Was Necessary To Form Ore,,Fracturing,"Peterson, Jocelyn A.",,Rhyolite,Oatman Andesite;Gold Road Latite,Latite,"Nnw To Wnw Trending Vein And Fault System In Tert Volcanic Rocks, The Mallory Fault Throws Upper Portion Of Vein Down And To The Sw  Displacing Big Jim-Aztec Ore Shoot To Form The Gray Eagle Ore Shoot",,"GARDNER, 1936, USBM IC 6901LAUSEN, 1931, ABM BULL 131LAUSEN, 1942, PRINCETON UNIV. PRESSABGMT-USBM FILE DATAADMR FILE DATAAIME TRANS, 1928, V. 76, P. 64ABM BULL 131, ABM FILE DATA",,,,,,,,,B,False,False,237.2,
10029293,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10029293,M006741,,Jefferson Lake Vorhees,37.92433,-120.53387,,United States,California,Calaveras,N,Asbestos,,,Unknown,,S,Producer,,,,,,,,,Pacific Asbestos Co.,,"Gere, W.",,,,,,,"CALIF. V. 32, NO. 3, P. 226-7REPT. 21, P.163-4; B. 176, P. 53MINING ENGINEERING, SEPT. 1962, P. 57-60, OCT. 1962, P. 84-89NEVADA MINING ASSOCIATION, 1962, NEWSLETTER NO. 114: NEVADA MINING ASSOCIATION, SEPTEMBER 15, 1962.",,,,,,,,,D,False,False,0.0,major
10030068,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10030068,M007987,,Contraband,38.87518,-120.8138,,United States,California,El Dorado,B,Copper,Asbestos,,Unknown,Vein,S,Past Producer,Copper,,,,,,,,Ford,,"Gere, W., Fraticelli, L. A. (Albers, J.)",,Schist,,,,,"AUBURY, L. E., 1908 , COPPER RESOURCES IN CALIFORNIA BULL. 50 :  CALIF. MIN. BUR., P. 214 - 216CLARK, W. B. AND CARLSON, D. W., 1956 :  MINES AND MINERAL RESOURCES, EL DORADO COUNTY, CA.:  CALIF. JOUR. MINES AND GEOLOGY, VOL. 52 , NO. 4 :  DIV. OF MINES, P. 479 .CLARK & CARLSON, 1956",,,,,,,1904 - 1906,,C,False,False,0.0,major
10032580,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10032580,M014170,,Upper Burnt River,44.56292,-117.9127,,United States,Oregon,Baker,N,Asbestos,,,Unknown,,U,Past Producer,Anthophyllite,Talc,,,,18: Serpentine-hosted asbestos,,,,Shear Zone,"Lee, W., Bradley, Robin (Walker, George W.), Gray, Jerry J., Li, Zhiping (Peters, S.)",,"Gabbro,Greenstone,Schist,Serpentinite",,,,,"MOORE, B. N., 1937, NONMETALLIC MINERAL RESOURCES OF EASTERN OREGON: USGS BULL. 875 , P. 16",,,,,,,,,B,True,True,25.6,major
10036427,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10036427,M025224,,Ellinger Asbestos,42.00539,-122.88891,,United States,Oregon,Jackson,N,Asbestos,,,Unknown,Replacement,N,Past Producer,Chrysotile,,,,,,,,,,"Ferns, Mark L. (Brooks, Howard C.), Gray, Jerry J.",Applegate Group,Serpentinite,,,,,"WOLFE, D.J., 1950, ELLINGER ASBESTOS;  ODGMI UNPUBLISHED FILE REPORT",,,,,,,,,C,True,False,0.0,major
10038769,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10038769,M046210,,Strathy Township,47.08555,-79.83306,,Canada,Ontario,,B,"Nickel, Copper, Gold, Silver, Palladium, Platinum","Chromium, Asbestos",,Unknown,Vein,Y,Past Producer,"Asbestos, Chalcopyrite, Chromite, Pentlandite, Pyrrhotite",,,OVAL SHAPE,,,Peridotite Altered To Serpentine,,,,"Blair, Will N.",,,,,,,"O'NEILL AND GUNNING, 1934, PT DEPOSITS OF CANADA: ECON. GEOL. REPT. NO. 13, P. 71 - 72ONTARIO DEPT. MINES REPT., V. 40, PT. 1, 1931, P. 22",,,,,,,,,C,False,False,196.2,major
10043727,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10043727,M100640,0060190038,James-Corbett Mine,36.30939,-120.56292,,United States,California,Fresno,B,"Chromium, Asbestos",,Iron,Unknown,,S,Past Producer,"Chromite, Uvarovite","Calcite, Magnesite, Magnetite, Talc",,IRREGULAR,Surface/Underground,,Serpentinization,,Corbett-Byles Mine,,"Oster, Karel L. (Albers, John P.)",Franciscan Formation;Ponoche,"Dunite,Serpentinite",,,,,"STINSON, M.C., 1976, MINERAL PROPERTY REPORT, CDMG UNPUBLISHED REPORT.CDMG SR 71, 19 P.USBM MINERAL YEARBOOK, V. 3, 1954, P. 207; 1955, P. 210",,1951.0,,,,,,,B,True,False,0.0,major
10045177,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10045177,M232860,,Star of the West Mine,39.12909,-117.55038,,United States,Nevada,Nye,B,"Gold, Silver, Asbestos",Copper,,Unknown,Vein,S,Past Producer,Gold,"Chalcopyrite, Galena, Pyrite",,,Surface/Underground,,,,,,"Flynn, Patricia Dodd",,Andesite,,,Window In Tertiary Volcanics,,"STEWART, J.H., MCKEE, E.H., AND STAGER, H.K., 1977, GEOLOGY AND MINERAL DEPOSITS OF LANDER COUNTY, NEVADA:  NBMG BULL. 88.YORK, BERNARD, 1936, UNPUBLISHED REPORT ON GOLD PARK MINES, NBMG FILESNASH, A.D., 1930, UNPUBLISHED REPORT ON GOLD PARK MINE, NBMG FILES",,,,,,,,,C,False,False,20.2,major
10046353,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10046353,M241482,,Old Dominion Mine,33.4148,-110.79097,,United States,Arizona,Gila,B,Copper,"Silver, Gold, Lead, Zinc","Asbestos, Aluminum, Kaolin",Unknown,,S,Past Producer,"Actinolite, Alunite, Bornite, Chalcocite, Chalcopyrite, Covellite, Galena, Psilomelane, Sphalerite, Wad","Epidote, Garnet, Halloysite, Kaolinite, Limonite, Quartz, Sericite",,IRREGULAR,Underground,,"In The Central Vein Where Limestone Was Most Completely Replaced By Hypogene Sulfides, And Gangue Minerals, Downward Migration Of Copper Continued As Long As Pyrite Remained In Vein. When All Pyrite Had Been Either Oxidized Or Replaced, Further Oxidation A Lterro The Chalcocite To Copper Carbinates And Oxides In The Oxidation Zone.","Enrichment Was In The Erosional Period Preceding Dacite Ecuption. It Is Auestion Able That Any Appreciable Enrichment Occurred In The Present Erosion Cycle, Except Perhaps Ne Of The Mine.","Old Dominion and United Globe, Globe and Transit","Fault Zones Trending Ne And N-S, Bedding Planes Dipping Gently Ssw","Roth, Frances A. (Gest, Don E.), Carbonaro, Marguerite M., Orris, Greta J.","Troy Quartzite;Naco Limestone, Martin Limestone, Escabrosa Limestone;Mescal Limestone, Dripping Springs Quartzite","Diabase,Quartzite,Limestone",Madera Diorite;Schultze Granite,"Quartz Monzonite,Diorite,Diabase","N And W Of Mine Is A Complex Network Of Ne And N-S Faults In Precambrian Diabase And Lower Paleozoic Sediments, Two Small Parallel Nw Trending Faults, One Intersects With Ne Trending Fault Near A Shaft Tert Dacite Overlies Deposit To Northwest","S Edge Of District, Only Mine Where Inteunions Of Schultze Granite Are Exposed.","ABGMT CLIPPINGS FILES.ABGMT-USBM FILE DATA.ADMR FILE DATA.TENNEY, J.B., HISTORY OF MINING IN ARIZONA, 1927-29, P. 72-82.PETERSON, N.P., 1962, GEOLOGY AND ORE DEPOSITS OF THE GLOBE-MIAMI DISTRICT, ARIZONA, USGS PP 342, P. 98-103.RANSOME, F.L.,1903,  GEOLOGY OF THE GLOBE COPPER DISTRICT, ARIZONA, USGS PP 12, P. 134-152.LAUSEN, CARL, 1923. GEOLOGY OF THE OLD DOMINION MINE. UNIVERSITY OF ARIZONA M.S. THESIS.GALBRAITH, FREDERIC W., 1947, MINERALS OF ARIZONA:  ABM BULLETIN NO. 153, P. 70.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERAL CARD FILES.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRI",,1882.0,,1957.0,,1874.0,,,B,False,True,351.3,
10048842,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10048842,MX00010,,Cajon De Onapa,28.7669,-109.10061,,Mexico,Sonora,,N,Asbestos,,,Unknown,,S,Past Producer,,,,,,18: Serpentine-hosted asbestos,,,,,"Staude, John-Mark G. (Page, Norman J.)",,,,,,,"GUILD, PHILIP W., 1981, PRELIMINARY METALLOGENIC MAP OF NORTH AMERICA: LISTING OF DEPOSITS: U.S. GEOLOGICAL SURVEY, GEOLOGICAL SURVEY CIRCULAR 858-B, 72 P.",,,,,,,,,D,False,False,567.7,
10048948,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10048948,MX00134,,Punta Eugenia,27.45025,-114.25074,,Mexico,Baja California Sur,,N,Asbestos,,,Unknown,,S,Past Producer,,,,,,18: Serpentine-hosted asbestos,,,,,"Staude, John-Mark G. (Page, Norman J.), Leonard, Kenneth R.",,,,,,,"GUILD, PHILIP W., 1981, PRELIMINARY METALLOGENIC MAP OF NORTH AMERICA: LISTING OF DEPOSITS: U.S. GEOLOGICAL SURVEY, GEOLOGICAL SURVEY CIRCULAR 858-B, 72 P..SALAS, G.P., 1975, CARTA Y PROVINCIAS METALOGENETICAS DE LA REPUBLICA MEXICANA: CONSEJO DE RECURSOS MINERALES PUBLICACION 21 E, P. 187.",,,,,,,,,D,False,False,687.6,
10053145,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10053145,OR06001,,Quartz-Serpentine Pit,42.4926,-123.0817,,United States,Oregon,Jackson,N,"Quartz, Asbestos",,,Unknown,,Y,Past Producer,,,,,,,,,,,"Gray, Jerry J.",,,,,,,OREGON DEPT. OF GEOLOGY AND MINERAL IND. MINED LAND RECLAMATION FILES,,,,,,,,,D,False,False,5.2,minor
10056422,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10056422,TC00205,,North American Asbestos Co.,33.46119,-111.07792,,United States,Arizona,Pinal,N,,Asbestos,,Unknown,,S,Past Producer,Chrysotile,,,,,,,,,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,,,,"STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, P. 113.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.CIMRI",,,,,,,,,C,True,False,329.3,
10056544,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10056544,TC00589,,"Celina Group, Sierra De Las Cortaderas",-32.31413,-69.14947,SA,Argentina,Mendoza,,N,"Talc-Soapstone, Asbestos",,,Unknown,Replacement,S,Past Producer,"Actinolite, Chrysotile, Talc","Antigorite, Calcite, Chlorite",,"LENSES, TABULAR",,20: Ultramafic hosted magnesite,,,"Maria Eugenia, Lucia, La Raspa, Mines: Maria Teresa, Beatriz, Agua Dulce, Serpentina Verde",,"Bolm, Karen S., Venable, Margaret",,Serpentinite,,,,,"DIRECCION NACIONAL DE MINERA Y GEOLOGIA, 1991, REPORT ON THE ARGENTINE MINING SECTOR,  ARGENTINE SELECTED MINING PROJECT: BUENOS AIRESANGELELLI,V., ET. AL., 1980, LOS YACIMIENTOS MINERALES Y NO METALIFEROS Y ROCAS DE APLICACION DE LA REGION CENTRO CUYO:  MINESTERIO DE ECONOMIA, SUBSECRETARIA DE MINERIA, ANALES, VOL. 19, P. 143-150.ANGELELLI, V., 1984, YACIMIENTOS METALIFEROS DE LA REPUBLICA ARGENTINA:  LA PLATA, PROVINCIA DE BUENOS AIRES,  COMISION DE INVESTIGACIONES CIENTIFICAS.HARRINGTON, H. J., 1971, DESCRIPCION GEOLOGICA DE LA HOJA 22C, RAMBLON; BUENOS AIRES, DIR. NAC. DE GEOL. Y MINERIA, BOL. 114, P. 76-77.CIMRIANGELELLI, 1980",,,,,,,,,B,True,True,5495.3,major
10060321,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060321,TC10365,,Chromo Butte Prospect,33.4498,-110.70319,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,S,Past Producer,Chrysotile,,,,,,,,,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,Diabase,,,"STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, P. 106-107.MINERALS AVAILABILITY SYSTEM: ARIZONA ASBESTOS, ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES, JUNE 1976.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRI",,,,,,,,,C,True,False,361.3,
10060322,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060322,TC10368,,Phillips Mine,33.79175,-110.53402,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,Y,Past Producer,Chrysotile,,,,,,,,Grandview Mine,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,Diabase,,,"STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, P. 36.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.CIMRIPHILLIPS, 1987",,,,,,,,,C,True,False,400.0,
10060323,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060323,TC10369,,Cibecue Mining Co.,33.79786,-110.45901,,United States,Arizona,Gila,N,,Asbestos,,Unknown,,Y,Past Producer,Chrysotile,,,,,,,,Old Prochnow Property,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,,,,"STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, PP 48-49.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.CIMRI",,,,,,,,,C,True,False,406.9,
10060324,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060324,TC10370,,Montezuma Mine,33.94201,-110.80903,,United States,Arizona,Gila,N,,Asbestos,,Unknown,,Y,Past Producer,Chrysotile,,,,,,,,,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,,,,"""MINERAL AVAILABILITY SYSTEM: ARIZONA ASBESTOS,"" ARIZONA DEPT. OF MINES AND MINERAL RESOURCES, JUNE 1976.STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, PP 86-89.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.CIMRI",,,,,,,,,C,True,False,388.3,
10060325,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060325,TC10371,,May Mine,33.94729,-110.79014,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,Y,Past Producer,Chrysotile,,,,,,,,,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,,,,"""MINERALS AVAILABILITY SYSTEM: ARIZONA ASBESTOS,"" ARIZONA DEPT. OF MINES AND MINERAL RESOURCES, JUNE 1976.STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, P. 89.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRI",,1952.0,,1961.0,,,1952-1961,,C,True,False,390.3,
10060326,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060326,TC10373,,No. 1 Mine,34.02118,-110.83209,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,Y,Past Producer,Chrysotile,,,,,,,,,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,,,,"ARIZONA DEPT. OF MINES AND MINERAL RESOURCES, 1976, MINERALS AVAILABILITY SYSTEM: ARIZONA ASBESTOS, JUNE.STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, PP 69-70.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.CIMRI",,,,1951.0,,,,,D,True,False,392.8,
10060327,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10060327,TC10374,,Home Mine,34.02285,-110.83764,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,Y,Past Producer,Chrysotile,,,,,,,,Wilson Claims,,"Wells, Tina M. (Orris, Greta J.)",Mescal Limestone,Limestone,,Diabase,,,"ARIZONA DEPT. OF MINES AND MINERAL RESOURCES, 1976, MINERALS AVAILABILITY SYSTEM: ARIZONA ASBESTOS, JUNE.STEWART, L.A., 1955, CHRYSOTILE-ASBESTOS DEPOSITS OF ARIZONA: US BUREAU OF MINES INFORMATION CIRCULAR 7706, P. 72.PEIRCE, H.W., 1990, ARIZONA GEOLOGICAL SURVEY INDUSTRIAL MINERALS CARD FILE.PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS:  ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES MINERAL REPORT 4, 185 P.CIMRI",,,,1952.0,,,,,C,True,False,392.5,
10064432,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10064432,TC38797,,Perris Asbestos Deposit,33.76503,-117.26615,,United States,California,Riverside,N,Asbestos,,,Unknown,,S,Past Producer,,,,VEIN,,,,,,,"Unkefer, Jason",,Granite,,,,,"SAMPSON, R.J., AND TUCKER, W.B., 1945, MINERAL RESOURCES OF RIVERSIDE COUNTY; CALIFORNIA DIVISION OF MINES AND GEOLOGY, VOL. 41, NO. 3, P. 159CIMRI",,,,,,,,,D,False,False,45.1,
10065073,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10065073,TC40081,,Victory Group,33.79674,-110.71513,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,Y,Past Producer,Asbestos,,,,,,,,Bacon Group,,"Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,,,"PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS: ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES REPORT 4, 185 PCIMRI",,,,,,,,,C,False,False,384.9,
10065078,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10065078,TC40086,,Locke Property,33.74119,-110.58402,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,S,Past Producer,Chrysotile,,,,,,,,,,"Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,,,"PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS: ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES REPORT 4, 185 PCIMRI",,,,,,,,,D,True,False,391.9,
10065087,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10065087,TC40095,,Aileen and Cowboy Claims,33.99285,-110.78403,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,S,Past Producer,Chrysotile,,,,,,,,,,"Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,,,"PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS: ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES REPORT 4, 185 PCIMRI",,,,,,,,,D,True,False,394.6,
10065093,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10065093,TC40102,,White Hall,33.93924,-110.76902,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,S,Past Producer,Chrysotile,,,,,,,,,,"Orris, Greta J.",,Limestone,,,,,"PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS: ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES REPORT 4, 185 PCIMRI",,,,,,,,,D,True,False,391.5,
10065094,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10065094,TC40103,,Cherry Creek,33.98868,-110.89487,,United States,Arizona,Gila,N,Asbestos,,,Unknown,,S,Past Producer,Chrysotile,,,,,,,,Buckhorn,,"Orris, Greta J.",Mescal Limestone,Limestone,,Diabase,,,"PHILLIPS, K.A., 1987, ARIZONA INDUSTRIAL MINERALS: ARIZONA DEPARTMENT OF MINES AND MINERAL RESOURCES REPORT 4, 185 PCIMRI",,,,,,,,,C,True,False,384.9,
10065253,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10065253,TC40364,,Fiber Queen,34.34223,-118.45869,,United States,California,Los Angeles,N,Asbestos,,,Unknown,Metamorphic,S,Past Producer,Tremolite,,,,,,,,,,"Orris, Greta J.",Placerita,"Metasedimentary Rock,Schist",,Diorite,Reverse Fault (60 N Dip),,"OAKESHOTT, G.B., 1958, GEOLOGY AND MINERAL DEPOSITS OF SAN FERNANDO QUADRANGLE, LOS ANGELES COUNTY, CALIFORNIA:  CALIFORNIA DIVISION OF MINES BULLETIN 172, 147 PCIMRIOAKESHOTT, 1958.",,,,,,,,,C,False,True,18.4,
10069699,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10069699,W007334,,Feng Tien,23.83269,121.47425,AS,Taiwan,,,N,"Talc-Soapstone, Asbestos",,,Unknown,Metamorphic,Y,Past Producer,,,,,,,,,,,Wittekindt,,Peridotite,,,,,,,,,,,,,,E,True,False,4051.2,major
